Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-6186.31	-6387.899	201.5881	0.9860609	1.731071	4.660964
6	-6182.921	-6385.155	202.2345	1.137285	1.726464	4.213148
12	-6182.892	-6384.096	201.2034	1.066643	2.231157	4.665124
18	-6179.537	-6380.956	201.4189	1.099531	1.805861	4.665124
24	-6183.794	-6386.565	202.771	1.213765	2.150017	3.716237
30	-6176.828	-6379.417	202.5892	1.113724	2.150017	3.878515
36	-6178.786	-6380.737	201.9511	1.113777	2.134532	4.24728
42	-6173.256	-6375.654	202.3982	1.100708	2.220204	3.973449
48	-6172.177	-6374.575	202.3982	1.100708	2.220204	3.973449
54	-6171.491	-6373.889	202.3982	1.100708	2.220204	3.973449
60	-6178.895	-6381.294	202.3982	1.100708	2.220204	3.973449
66	-6186.959	-6389.11	202.151	1.053429	2.120557	4.172525
72	-6180.205	-6380.836	200.6313	1.068735	2.015139	5.050288
78	-6184.075	-6385.421	201.3457	1.106903	1.960964	4.648544
84	-6180.103	-6383.126	203.0228	1.148889	2.038687	3.644524
90	-6183.157	-6385.632	202.4747	1.19699	1.974478	3.954087
96	-6175.937	-6379.235	203.2981	1.183587	2.129599	3.433928
102	-6178.312	-6380.442	202.1299	1.10722	1.918528	4.220741
108	-6170.446	-6372.461	202.0148	1.188849	1.974447	4.220741
114	-6182.244	-6383.439	201.1955	0.9477314	1.55661	4.96803
120	-6173.664	-6375.733	202.0687	1.050822	2.109965	4.224084
126	-6168.669	-6370.478	201.8095	0.9975091	1.751342	4.522892
132	-6184.425	-6387.634	203.2092	1.23475	2.496789	3.343304
138	-6182.857	-6384.488	201.6303	1.162407	2.242731	4.367767
144	-6173.451	-6376.002	202.5503	1.109129	1.957799	3.966775
150	-6185.548	-6388.404	202.8561	1.154538	1.888296	3.789295
156	-6181.651	-6383.988	202.337	1.109081	2.025165	4.065981
162	-6176.665	-6378.995	202.3299	1.085338	1.870878	4.136143
168	-6175.539	-6377.368	201.8296	1.065147	1.979482	4.393789
174	-6165.192	-6367.145	201.9536	1.06425	1.71158	4.418867
180	-6174.801	-6376.584	201.7829	1.16936	2.17726	4.29767
186	-6167.024	-6367.675	200.6513	1.066862	1.913081	5.073931
192	-6171.594	-6373.84	202.2465	1.06105	1.558707	4.314599
198	-6178.279	-6379.427	201.148	1.06105	1.898871	4.805672
204	-6180.795	-6383.071	202.2761	1.113841	1.991644	4.109095
210	-6163.021	-6364.732	201.7114	1.027989	1.856018	4.523456
216	-6166.99	-6368.537	201.5465	1.106695	1.998641	4.523456
222	-6159.682	-6362.568	202.8862	1.10058	1.788765	3.838953
228	-6170.641	-6372.563	201.9225	1.172263	2.082229	4.24703
234	-6170.643	-6373.483	202.8401	1.145553	1.953675	3.780879
240	-6173.463	-6376.637	203.1733	1.189421	2.113528	3.508709
246	-6165.124	-6368.255	203.1307	1.214533	1.950462	3.573895
252	-6155.229	-6358.876	203.6469	1.199302	1.965472	3.275322
258	-6168.982	-6373.501	204.5193	1.269301	1.890313	2.737079
264	-6164.142	-6368.857	204.7149	1.375536	1.762859	2.600733
270	-6179.136	-6384.08	204.9433	1.505376	2.026211	2.273776
276	-6176.801	-6381.968	205.1667	1.489623	1.962174	2.164017
282	-6177.497	-6382.386	204.8894	1.502258	2.398488	2.180269
288	-6169.401	-6374.534	205.1323	1.479268	1.772571	2.268772
294	-6171.301	-6376.162	204.8618	1.442978	2.098899	2.339054
300	-6176.322	-6380.949	204.6272	1.472927	2.217935	2.426953
306	-6170.931	-6375.939	205.0083	1.49955	2.193913	2.174724
312	-6171.632	-6376.707	205.0747	1.458123	2.1476	2.175051
318	-6178.363	-6383.01	204.647	1.452929	1.896557	2.542667
324	-6173.885	-6376.177	202.292	1.150695	2.164421	4.022967
330	-6176.009	-6380.19	204.1819	1.332506	2.203309	2.794243
336	-6177.062	-6380.484	203.4221	1.307976	2.186536	3.269464
342	-6176.745	-6378.858	202.1127	1.06879	2.017551	4.218913
348	-6161.896	-6364.484	202.5882	1.107091	2.053546	3.914111
354	-6168.624	-6371.301	202.6769	1.102074	2.2883	3.791806
360	-6176.003	-6378.22	202.2176	1.198364	2.46899	3.947187
366	-6179.877	-6382.53	202.6535	1.217228	2.239787	3.753793
372	-6169.244	-6372.028	202.7838	1.18279	2.266058	3.690355
378	-6172.646	-6375.784	203.1375	1.157576	2.266058	3.49955
384	-6168.817	-6371.273	202.4566	1.181606	2.183133	3.905191
390	-6164.045	-6366.315	202.2703	1.106705	2.106906	4.078667
396	-6168.587	-6370.911	202.3243	1.057201	2.132698	4.067887
402	-6161.778	-6363.478	201.6991	1.080307	1.759499	4.535405
408	-6164.19	-6366.56	202.3699	1.106322	2.10075	4.024073
414	-6162.888	-6366.815	203.9276	1.280665	1.939145	3.069779
420	-6161.776	-6366.05	204.2742	1.280665	1.939145	2.861273
426	-6154.472	-6358.977	204.5048	1.402484	1.956414	2.639577
432	-6160.991	-6365.328	204.3369	1.253034	1.858356	2.869934
438	-6167.83	-6372.293	204.4627	1.335985	2.005948	2.688423
444	-6169.562	-6374.123	204.5612	1.370056	2.069004	2.584083
450	-6165.476	-6369.746	204.2707	1.370056	2.136414	2.739534
456	-6166.864	-6371.085	204.2212	1.312012	1.901549	2.888194
462	-6166.818	-6370.349	203.5309	1.333342	1.94459	3.272024
468	-6174.442	-6377.338	202.8965	1.333342	1.84249	3.679163
474	-6182.1	-6384.279	202.1791	1.21429	2.430283	3.971187
480	-6182.015	-6384.655	202.6408	1.208455	2.430283	3.709116
486	-6177.006	-6379.408	202.4014	1.190734	2.430283	3.857262
492	-6173.474	-6376.67	203.1968	1.268404	1.98054	3.493643
498	-6176.863	-6380.673	203.8097	1.353514	1.979945	3.082135
504	-6180.461	-6383.486	203.0256	1.239861	2.336574	3.495232
510	-6179.08	-6381.6	202.5201	1.167571	1.894982	3.972296
516	-6176.237	-6378.968	202.7313	1.145989	1.968814	3.838043
522	-6186.516	-6388.354	201.8379	1.049258	2.026766	4.382443
528	-6179.822	-6381.01	201.1884	1.08971	1.956911	4.747548
534	-6170.984	-6372.001	201.0166	1.096172	2.249833	4.747548
540	-6170.083	-6371.954	201.8712	1.105109	2.342508	4.234145
546	-6168.456	-6371.553	203.0961	1.215747	2.073898	3.551402
552	-6176.368	-6379.777	203.4098	1.168682	2.071185	3.396589
558	-6170.166	-6372.63	202.4642	1.190481	2.310568	3.856575
564	-6179.219	-6382.401	203.1819	1.150563	2.227888	3.48968
570	-6170.307	-6373.219	202.9119	1.201761	1.964956	3.70312
576	-6158.804	-6361.686	202.882	1.202767	1.922592	3.734484
582	-6162.638	-6364.934	202.2965	1.140447	2.068575	4.056913
588	-6158.954	-6362.194	203.2402	1.240975	2.02564	3.468861
594	-6175.531	-6377.955	202.424	1.236196	2.072808	3.927896
600	-6170.96	-6374.459	203.4989	1.241742	2.072808	3.300706
606	-6183.086	-6386.609	203.5223	1.306137	1.698331	3.384692
612	-6178.508	-6379.844	201.3363	1.025577	1.632061	4.816834
618	-6181.033	-6384.057	203.0239	1.20991	2.228399	3.546993
624	-6184.415	-6386.712	202.2967	1.114996	2.293118	4.001074
630	-6186.45	-6390.092	203.6419	1.305197	2.072193	3.178861
636	-6185.983	-6388.258	202.2742	1.197008	2.072193	4.036202
642	-6182.856	-6384.943	202.0872	1.207535	2.000936	4.160167
648	-6195.316	-6398.08	202.7643	1.166693	1.931474	3.820008
654	-6158.245	-6359.689	201.4442	1.087278	1.842157	4.645
660	-6152.076	-6353.137	201.061	1.089904	1.897759	4.838496
666	-6155.925	-6356.854	200.9285	1.070829	1.901725	4.921583
672	-6164.074	-6366.183	202.1092	1.097319	1.775227	4.288841
678	-6162.426	-6363.884	201.4584	1.044222	1.821216	4.668517
684	-6159.457	-6360.828	201.3713	1.003428	2.032842	4.668517
690	-6165.505	-6367.177	201.6719	1.07801	1.854199	4.518188
696	-6171.127	-6372.856	201.7294	1.133534	1.986078	4.40953
702	-6169.45	-6372.2	202.7503	1.219568	2.022291	3.766652
708	-6169.236	-6372.817	203.581	1.24578	1.959106	3.289021
714	-6161.676	-6365.444	203.7681	1.289807	1.891369	3.176534
720	-6158.255	-6361.116	202.8613	1.281278	2.245105	3.594807
726	-6159.325	-6362.132	202.807	1.144881	2.236847	3.707895
732	-6164.948	-6366.94	201.9921	1.192047	2.099451	4.190792
738	-6166.882	-6369.754	202.8722	1.18411	2.113911	3.686523
744	-6169.768	-6371.928	202.1601	1.175185	2.261236	4.05433
750	-6174.394	-6377.432	203.0385	1.207964	2.051958	3.596741
756	-6179.323	-6383.504	204.1811	1.291222	1.970188	2.899995
762	-6165.745	-6368.971	203.2268	1.203891	2.156602	3.455011
768	-6169.491	-6373.554	204.0627	1.286942	1.985084	2.968657
774	-6167.74	-6372.114	204.3742	1.364505	1.968433	2.738738
780	-6165.867	-6369.775	203.9087	1.364505	2.121691	2.967418
786	-6168.392	-6371.986	203.5938	1.275253	2.455445	3.103808
792	-6169.45	-6373.266	203.8159	1.26756	1.952445	3.139383
798	-6173	-6376.63	203.6295	1.261765	1.694179	3.349426
804	-6161.186	-6364.271	203.0857	1.284318	2.308625	3.442669
810	-6165.393	-6368.479	203.0857	1.284318	2.308625	3.442669
816	-6163.228	-6366.314	203.0857	1.284318	2.308625	3.442669
822	-6166.94	-6370.026	203.0857	1.284318	2.308625	3.442669
828	-6168.719	-6371.804	203.0857	1.284318	2.308625	3.442669
834	-6162.083	-6365.168	203.0857	1.284318	2.308625	3.442669
840	-6164.238	-6367.324	203.0857	1.284318	2.308625	3.442669
846	-6159.802	-6362.888	203.0857	1.284318	2.308625	3.442669
852	-6160.004	-6363.09	203.0857	1.284318	2.308625	3.442669
858	-6161.614	-6364.699	203.0857	1.284318	2.308625	3.442669
864	-6165.203	-6368.288	203.0857	1.284318	2.308625	3.442669
870	-6166.026	-6369.112	203.0857	1.284318	2.308625	3.442669
876	-6166.341	-6370.211	203.87	1.284318	2.035929	3.067903
882	-6162.114	-6365.152	203.0384	1.263436	2.079429	3.555396
888	-6166.934	-6370.166	203.2318	1.206229	2.16632	3.447609
894	-6168.829	-6371.161	202.3322	1.099215	1.966383	4.093988
900	-6179.681	-6383.109	203.4288	1.191369	1.796189	3.469247
906	-6173.064	-6377.14	204.0766	1.283667	2.123061	2.914511
912	-6167.849	-6370.452	202.6036	1.121727	2.148533	3.866143
918	-6161.189	-6364.025	202.8362	1.173504	2.078593	3.725015
924	-6169.867	-6372.542	202.6748	1.194016	2.025053	3.823966
930	-6164.765	-6367.361	202.5964	1.123533	1.830967	3.976588
936	-6165.875	-6367.679	201.8038	1.12353	1.821608	4.429807
942	-6179.597	-6382.481	202.8841	1.15038	1.821608	3.79946
948	-6166.339	-6369.843	203.5038	1.222213	1.702047	3.443201
954	-6170.699	-6373.822	203.1224	1.222213	2.355743	3.443201
960	-6175.327	-6378.401	203.0741	1.178061	1.888934	3.649579
966	-6166.662	-6369.241	202.5783	1.189017	2.102974	3.856648
972	-6169.035	-6370.749	201.7141	1.062485	1.927031	4.478061
978	-6186.616	-6386.156	199.5401	1.0666	2.046275	5.643463
984	-6182.681	-6385.909	203.2278	1.132185	1.92579	3.573967
990	-6168.643	-6369.872	201.2291	1.091047	2.142464	4.664275
996	-6174.054	-6375.872	201.8178	1.136092	2.382259	4.235275
1002	-6177.413	-6377.671	200.2577	0.9976353	1.867171	5.345517
1008	-6168.872	-6370.938	202.0656	1.077085	1.883143	4.286499
1014	-6172.654	-6373.974	201.3199	1.091861	2.28586	4.569341
1020	-6174.208	-6375.6	201.3917	1.02067	2.153003	4.609282
1026	-6179.48	-6380.744	201.2638	0.9697269	1.710956	4.858678
1032	-6186.936	-6387.743	200.8077	1.047152	2.138972	4.9251
1038	-6184.395	-6386.619	202.2242	1.134172	2.382115	4.005133
1044	-6178.227	-6379.943	201.7162	1.018224	1.784748	4.551529
1050	-6173.839	-6374.497	200.6575	0.999994	1.784748	5.151965
1056	-6176.931	-6377.503	200.5725	1.023861	1.839814	5.166489
1062	-6175.301	-6377.415	202.114	1.088724	1.925614	4.237837
1068	-6182.32	-6384.303	201.983	1.171111	2.007393	4.237837
1074	-6186.581	-6388.712	202.1307	1.039499	1.934637	4.253179
1080	-6183.698	-6386.611	202.9139	1.196054	1.670947	3.812633
1086	-6176.44	-6378.939	202.4995	1.232881	1.917592	3.938829
1092	-6184.739	-6386.565	201.8264	1.144484	1.814247	4.407865
1098	-6187.33	-6389.347	202.0171	1.101943	1.729951	4.354953
1104	-6164.554	-6367.326	202.7718	1.156676	1.893358	3.834814
1110	-6165.408	-6368.042	202.6339	1.217688	2.675338	3.639115
1116	-6168.828	-6372.225	203.3969	1.217688	1.919338	3.427722
1122	-6164.252	-6367.644	203.3922	1.217688	1.935931	3.424613
1128	-6161.497	-6364.731	203.2337	1.227276	1.946153	3.508005
1134	-6159.559	-6362.571	203.0115	1.286467	2.233549	3.508005
1140	-6177.005	-6380.291	203.2862	1.175461	1.946126	3.507629
1146	-6178.418	-6381.76	203.3422	1.19813	2.21598	3.371756
1152	-6175.688	-6378.258	202.5706	1.19813	1.984177	3.895178
1158	-6183.233	-6386.246	203.0132	1.278371	2.046706	3.572234
1164	-6168.095	-6370.622	202.5268	1.208412	2.254354	3.827369
1170	-6165.756	-6368.31	202.5537	1.236853	2.395963	3.752991
1176	-6167.763	-6370.541	202.7783	1.306479	1.875006	3.7513
1182	-6163.609	-6365.27	201.6607	1.079778	2.163431	4.421573
1188	-6161.9	-6363.021	201.1205	1.094323	2.163431	4.716713
1194	-6158.025	-6360.236	202.2109	1.033319	1.853695	4.239313
1200	-6156.493	-6359.227	202.7339	1.07205	1.950241	3.885392
1206	-6155.06	-6357.689	202.629	1.09122	1.902102	3.951228
1212	-6152.788	-6355.815	203.0279	1.227309	1.902102	3.643137
1218	-6146.809	-6350.55	203.741	1.222946	1.797579	3.266878
1224	-6160.335	-6362.813	202.4783	1.267783	2.041959	3.888853
1230	-6161.29	-6364.837	203.5467	1.241385	1.810337	3.365619
1236	-6161.012	-6362.984	201.9712	1.141797	1.810337	4.32901
1242	-6175.067	-6377.416	202.3487	1.188567	1.947272	4.040145
1248	-6160.962	-6363.436	202.4738	1.094357	1.834131	4.062099
1254	-6165.123	-6367.143	202.0199	1.084163	2.10402	4.23477
1260	-6168.293	-6371.51	203.2168	1.185995	1.869941	3.56891
1266	-6166.022	-6368.964	202.9414	1.190189	1.998063	3.681448
1272	-6164.422	-6366.923	202.5005	1.116992	2.132963	3.932939
1278	-6166.778	-6369.279	202.5005	1.116992	2.132963	3.932939
1284	-6167.274	-6369.402	202.1285	1.125446	1.786088	4.258032
1290	-6167.941	-6370.548	202.6071	1.180182	2.073655	3.854716
1296	-6175.457	-6379.019	203.5627	1.296931	1.89008	3.294274
1302	-6177.42	-6380.981	203.5611	1.236602	2.155808	3.239524
1308	-6178.554	-6382.631	204.077	1.282145	1.745473	3.052027
1314	-6179.55	-6382.991	203.4413	1.264104	1.948436	3.364191
1320	-6183.423	-6386.403	202.9807	1.239422	1.9214	3.656664
1326	-6175.872	-6378.762	202.8895	1.150167	1.9214	3.760927
1332	-6166.24	-6369.233	202.9931	1.168556	2.09518	3.631629
1338	-6168.895	-6371.837	202.9418	1.157256	2.208247	3.631629
1344	-6170.026	-6373.184	203.158	1.176896	1.8898	3.601241
1350	-6172.273	-6375.756	203.4833	1.203607	2.187988	3.294462
1356	-6174.892	-6377.741	202.8497	1.219685	2.223034	3.644156
1362	-6179.16	-6381.183	202.0231	1.169948	2.39561	4.095525
1368	-6183.657	-6385.633	201.9767	1.155932	1.913452	4.281724
1374	-6174.842	-6376.563	201.7205	1.083023	2.177397	4.381672
1380	-6176.563	-6378.428	201.8648	1.083023	2.326521	4.254996
1386	-6177.317	-6379.823	202.5065	1.159701	2.045288	3.933504
1392	-6167.547	-6369.314	201.767	1.099862	2.107516	4.36784
1398	-6163.799	-6366.522	202.7226	1.152195	2.078913	3.802697
1404	-6167.011	-6369.09	202.0797	1.087964	1.843554	4.286239
1410	-6165.618	-6368.68	203.0619	1.156009	2.202202	3.564476
1416	-6163.812	-6366.51	202.6979	1.186117	2.249838	3.743042
1422	-6164.34	-6367.478	203.1383	1.161411	2.239104	3.505233
1428	-6167.277	-6369.911	202.6341	1.23371	2.123377	3.792284
1434	-6173.909	-6376.777	202.8678	1.239995	1.855548	3.744944
1440	-6170.2	-6373.449	203.2496	1.199917	1.663393	3.619409
1446	-6178.131	-6381.64	203.5088	1.166619	1.917841	3.392612
1452	-6175.821	-6379.496	203.6742	1.312098	2.0703	3.15619
1458	-6176.409	-6379.188	202.7793	1.077306	2.153324	3.789091
1464	-6175.433	-6378.094	202.661	1.125914	1.877756	3.921588
1470	-6186.569	-6389.729	203.16	1.216559	1.923028	3.565293
1476	-6182.857	-6385.535	202.6788	1.191017	2.339985	3.723836
1482	-6176.649	-6378.499	201.8493	1.059187	2.073406	4.355223
1488	-6181.781	-6384.362	202.5807	1.160342	2.058195	3.886383
1494	-6177.273	-6380.433	203.1604	1.104558	1.904258	3.636727
1500	-6172.332	-6374.855	202.5228	1.154923	2.129648	3.899462
1506	-6166.727	-6369.433	202.7064	1.16232	1.65458	3.957452
1512	-6167.324	-6369.537	202.2123	1.121058	2.056911	4.11973
1518	-6180.914	-6383.779	202.8649	1.25673	1.804109	3.755664
1524	-6170.558	-6372.203	201.645	1.150373	1.917284	4.470764
1530	-6179.819	-6382.993	203.1745	1.253889	2.189642	3.445765
1536	-6168.743	-6371.609	202.8661	1.213313	2.080204	3.684193
1542	-6162.523	-6365.248	202.7247	1.12352	2.0182	3.838056
1548	-6158.515	-6360.599	202.0839	1.150866	2.031515	4.184105
1554	-6161.948	-6364.181	202.2326	1.116194	1.842043	4.184105
1560	-6160.728	-6362.149	201.4207	1.08871	1.91874	4.630943
1566	-6158.72	-6361.212	202.4918	1.106233	1.90158	4.021232
1572	-6165.812	-6369.481	203.6688	1.215175	2.048663	3.224242
1578	-6167.047	-6370.55	203.503	1.284164	2.131632	3.253682
1584	-6172.688	-6376.965	204.2775	1.358418	1.896565	2.827799
1590	-6164.397	-6367.066	202.6693	1.208219	2.072693	3.803163
1596	-6164.426	-6367.588	203.1617	1.185464	2.015836	3.550355
1602	-6167.218	-6370.268	203.05	1.23419	2.126051	3.550355
1608	-6163.708	-6367.643	203.9348	1.279228	2.117142	3.004453
1614	-6168.121	-6371.51	203.3891	1.279228	2.044626	3.352752
1620	-6166.659	-6369.816	203.1574	1.151927	2.052165	3.560096
1626	-6172.89	-6375.356	202.466	1.20946	1.947551	3.961112
1632	-6168.814	-6371.545	202.7308	1.151085	1.835326	3.882212
1638	-6180.656	-6382.241	201.5853	1.15203	1.643735	4.602328
1644	-6176.217	-6377.831	201.6136	1.059559	2.204636	4.446766
1650	-6172.544	-6375.116	202.5729	1.181762	2.006775	3.895638
1656	-6169.287	-6372.09	202.8031	1.167863	2.006775	3.77124
1662	-6175.409	-6378.958	203.5491	1.292013	2.006775	3.263956
1668	-6171.926	-6374.929	203.0033	1.132888	1.648044	3.806512
1674	-6157.103	-6359.762	202.6586	1.15698	2.055445	3.844442
1680	-6163.55	-6366.414	202.8639	1.11157	1.863419	3.818372
1686	-6167.42	-6369.778	202.358	1.074463	2.233426	4.007316
1692	-6172.482	-6373.429	200.9472	1.092302	2.103029	4.833401
1698	-6176.099	-6378.969	202.8699	1.187129	1.932052	3.747191
1704	-6179.75	-6382.4	202.6502	1.181679	1.958024	3.867833
1710	-6185.898	-6387.718	201.8203	1.051819	1.933762	4.421947
1716	-6179.69	-6380.811	201.121	1.100494	1.750884	4.850783
1722	-6167.721	-6369.002	201.2814	1.044352	2.02252	4.699285
